1578070898.588,257,257
1578070898.802,257,257
1578070899.020,257,257
1578070899.239,257,257
1578070899.454,257,257
1578070899.669,257,257
1578070899.887,257,257
1578070900.104,257,257
1578070900.323,257,257
1578070900.542,257,257
1578070900.763,257,257
1578070900.984,257,257
1578070901.201,257,257
1578070901.423,257,257
1578070901.642,257,257
1578070901.862,257,257
1578070902.082,257,257
1578070902.302,257,257
1578070902.520,257,257
1578070902.737,257,257
1578070902.955,257,257
1578070903.175,257,257
1578070903.391,257,257
1578070903.612,257,257
1578070903.832,257,257
1578070904.051,257,257
1578070904.268,257,257
1578070904.486,257,257
1578070904.703,257,257
1578070904.923,257,257
1578070905.143,257,257
1578070905.363,257,257
1578070905.583,257,257
1578070905.802,257,257
1578070906.022,257,257
1578070906.239,257,257
1578070906.459,257,257
1578070906.681,257,257
1578070906.899,257,257
1578070907.119,257,257
1578070907.339,257,257
1578070907.556,257,257
1578070907.775,257,257
1578070907.993,257,257
1578070908.209,257,257
1578070908.426,257,257
1578070908.644,257,257
1578070908.860,257,257
1578070909.084,257,257
1578070909.303,257,257
1578070909.523,257,257
1578070909.739,257,257
1578070909.956,257,257
1578070910.175,257,257
1578070910.395,257,257
1578070910.612,257,257
1578070910.833,257,257
1578070911.053,257,257
1578070911.270,257,257
1578070911.490,257,257
1578070911.708,257,257
1578070911.925,257,257
1578070912.146,257,257
1578070912.366,257,257
1578070912.599,257,257
1578070912.815,257,257
1578070913.031,257,257
1578070913.252,257,257
1578070913.473,257,257
1578070913.693,257,257
1578070913.913,257,257
1578070914.132,257,257
1578070914.352,257,257
1578070914.572,257,257
1578070914.789,257,257
1578070915.003,257,257
1578070915.219,257,257
1578070915.433,257,257
1578070915.646,257,257
1578070915.862,257,257
1578070916.083,257,257
1578070916.300,257,257
1578070916.518,257,257
1578070916.736,257,257
1578070916.956,257,257
1578070917.177,257,257
1578070917.395,257,257
1578070917.615,257,257
1578070917.833,257,257
1578070918.051,257,257
1578070918.269,257,257
1578070918.491,257,257
1578070918.709,257,257
1578070918.928,257,257
1578070919.145,257,257
1578070919.363,257,257
1578070919.583,257,257
1578070919.803,257,257
1578070920.019,257,257
1578070920.240,257,257
1578070920.460,257,257
1578070920.681,257,257
1578070920.898,257,257
1578070921.117,257,257
1578070921.339,257,257
1578070921.561,257,257
1578070921.789,257,257
1578070922.010,257,257
1578070922.231,257,257
1578070922.454,257,257
1578070922.673,257,257
1578070922.891,257,257
1578070923.106,257,257
1578070923.322,257,257
1578070923.542,257,257
1578070923.763,257,257
1578070923.980,257,257
1578070924.197,257,257
1578070924.416,257,257
1578070924.635,257,257
1578070924.856,257,257
1578070925.075,257,257
1578070925.296,257,257
1578070925.514,257,257
1578070925.733,257,257
1578070925.952,257,257
1578070926.171,257,257
1578070926.389,257,257
1578070926.612,257,257
1578070926.834,257,257
1578070927.053,257,257
1578070927.273,257,257
1578070927.493,257,257
1578070927.709,257,257
1578070927.926,257,257
1578070928.141,257,257
1578070928.356,257,257
1578070928.572,257,257
1578070928.792,257,257
1578070929.013,257,257
1578070929.233,257,257
1578070929.451,257,257
1578070929.669,257,257
1578070929.889,257,257
1578070930.108,257,257
1578070930.326,257,257
1578070930.542,257,257
1578070930.757,257,257
1578070930.971,257,257
1578070931.186,257,257
1578070931.400,257,257
1578070931.614,257,257
1578070931.829,257,257
1578070932.052,257,257
1578070932.269,257,257
1578070932.484,257,257
1578070932.703,257,257
1578070932.920,257,257
1578070933.135,257,257
1578070933.355,257,257
1578070933.574,257,257
1578070933.791,257,257
1578070934.011,257,257
1578070934.227,257,257
1578070934.445,257,257
1578070934.663,257,257
1578070934.880,257,257
1578070935.100,257,257
1578070935.317,257,257
1578070935.537,257,257
1578070935.755,257,257
1578070935.972,257,257
1578070936.192,257,257
1578070936.417,257,257
1578070936.632,257,257
1578070936.847,257,257
1578070937.064,257,257
1578070937.283,257,257
1578070937.499,257,257
1578070937.716,257,257
1578070937.932,257,257
1578070938.152,257,257
1578070938.371,257,257
1578070938.592,257,257
1578070938.813,257,257
1578070939.035,257,257
1578070939.250,257,257
1578070939.467,257,257
1578070939.682,257,257
1578070939.895,257,257
1578070940.109,257,257
1578070940.327,257,257
1578070940.544,257,257
1578070940.764,257,257
1578070940.983,257,257
1578070941.203,257,257
1578070941.420,257,257
1578070941.639,257,257
1578070941.855,257,257
1578070942.074,257,257
1578070942.292,257,257
1578070942.509,257,257
1578070942.727,257,257
1578070942.944,257,257
1578070943.161,257,257
1578070943.377,257,257
1578070943.593,257,257
1578070943.808,257,257
1578070944.025,257,257
1578070944.241,257,257
1578070944.459,257,257
1578070944.676,257,257
1578070944.895,257,257
1578070945.112,257,257
1578070945.332,257,257
1578070945.552,257,257
1578070945.769,257,257
1578070945.990,257,257
1578070946.207,257,257
1578070946.424,257,257
1578070946.642,257,257
1578070946.859,257,257
1578070947.078,257,257
1578070947.296,257,257
1578070947.517,257,257
1578070947.739,257,257
1578070947.954,257,257
1578070948.172,257,257
1578070948.391,257,257
1578070948.615,257,257
1578070948.834,257,257
1578070949.050,257,257
1578070949.269,257,257
1578070949.487,257,257
1578070949.704,257,257
1578070949.920,257,257
1578070950.142,257,257
1578070950.359,257,257
1578070950.574,257,257
1578070950.789,257,257
1578070951.004,257,257
1578070951.222,257,257
1578070951.442,257,257
1578070951.659,257,257
1578070951.878,257,257
1578070952.097,257,257
1578070952.315,257,257
1578070952.532,257,257
1578070952.752,257,257
1578070952.970,257,257
1578070953.189,257,257
1578070953.410,257,257
1578070953.631,257,257
1578070953.849,257,257
1578070954.066,257,257
1578070954.284,257,257
1578070954.499,257,257
1578070954.717,257,257
1578070954.935,257,257
1578070955.150,257,257
1578070955.366,257,257
1578070955.582,257,257
1578070955.802,257,257
1578070956.018,257,257
1578070956.234,257,257
1578070956.453,257,257
1578070956.670,257,257
1578070956.889,257,257
1578070957.106,257,257
1578070957.328,257,257
1578070957.548,257,257
1578070957.766,257,257
1578070957.986,257,257
1578070958.205,257,257
1578070958.423,257,257
1578070958.642,257,257
1578070958.862,257,257
1578070959.081,257,257
1578070959.303,257,257
1578070959.522,257,257
1578070959.743,257,257
1578070959.964,257,257
1578070960.183,257,257
1578070960.401,257,257
1578070960.618,257,257
1578070960.835,257,257
1578070961.051,257,257
1578070961.272,257,257
1578070961.487,257,257
1578070961.706,257,257
1578070961.923,257,257
1578070962.143,257,257
1578070962.360,257,257
1578070962.574,257,257
1578070962.799,257,257
1578070963.017,257,257
1578070963.236,257,257
1578070963.454,257,257
1578070963.670,257,257
1578070963.886,257,257
1578070964.104,257,257
1578070964.324,257,257
1578070964.541,257,257
1578070964.759,257,257
1578070964.976,257,257
1578070965.192,257,257
1578070965.409,257,257
1578070965.627,257,257
1578070965.843,257,257
1578070966.058,257,257
1578070966.271,257,257
1578070966.491,257,257
1578070966.709,257,257
1578070966.929,257,257
1578070967.149,257,257
1578070967.366,257,257
1578070967.584,257,257
1578070967.805,257,257
1578070968.021,257,257
1578070968.240,257,257
1578070968.457,257,257
1578070968.682,257,257
1578070968.901,257,257
1578070969.123,257,257
1578070969.343,257,257
1578070969.565,257,257
1578070969.785,257,257
1578070970.004,257,257
1578070970.222,257,257
1578070970.438,257,257
1578070970.654,257,257
1578070970.870,257,257
1578070971.088,257,257
1578070971.309,257,257
1578070971.526,257,257
1578070971.745,257,257
1578070971.965,257,257
1578070972.184,257,257
1578070972.399,257,257
1578070972.620,257,257
1578070972.837,257,257
1578070973.055,257,257
1578070973.278,257,257
1578070973.496,257,257
1578070973.714,257,257
1578070973.933,257,257
1578070974.150,257,257
1578070974.368,257,257
1578070974.587,257,257
1578070974.805,257,257
1578070975.021,257,257
1578070975.243,257,257
1578070975.462,257,257
1578070975.682,257,257
1578070975.901,257,257
1578070976.119,257,257
1578070976.337,257,257
1578070976.554,257,257
1578070976.772,257,257
1578070976.992,257,257
1578070977.211,257,257
1578070977.427,257,257
1578070977.646,257,257
1578070977.863,257,257
1578070978.083,257,257
1578070978.302,257,257
1578070978.519,257,257
1578070978.736,257,257
1578070978.953,257,257
1578070979.173,257,257
1578070979.392,257,257
1578070979.613,257,257
1578070979.833,257,257
1578070980.054,257,257
1578070980.272,257,257
1578070980.490,257,257
1578070980.711,257,257
1578070980.932,257,257
1578070981.154,257,257
1578070981.371,257,257
1578070981.593,257,257
1578070981.813,257,257
1578070982.033,257,257
1578070982.256,257,257
1578070982.475,257,257
1578070982.697,257,257
1578070982.917,257,257
1578070983.135,257,257
1578070983.355,257,257
1578070983.573,257,257
1578070983.789,257,257
1578070984.006,257,257
1578070984.222,257,257
1578070984.443,257,257
1578070984.661,257,257
1578070984.884,257,257
1578070985.100,257,257
1578070985.317,257,257
1578070985.536,257,257
1578070985.755,257,257
1578070985.971,257,257
1578070986.187,257,257
1578070986.403,257,257
1578070986.624,257,257
1578070986.840,257,257
1578070987.059,257,257
1578070987.281,257,257
1578070987.499,257,257
1578070987.719,257,257
1578070987.942,257,257
1578070988.162,257,257
1578070988.382,257,257
1578070988.596,257,257
1578070988.811,257,257
1578070989.028,257,257
1578070989.248,257,257
1578070989.466,257,257
1578070989.688,257,257
1578070989.909,257,257
1578070990.129,257,257
1578070990.349,257,257
1578070990.567,257,257
1578070990.786,257,257
1578070991.006,257,257
1578070991.225,257,257
1578070991.446,257,257
1578070991.665,257,257
1578070991.882,257,257
1578070992.099,257,257
1578070992.314,257,257
1578070992.529,257,257
1578070992.747,257,257
1578070992.966,257,257
1578070993.181,257,257
1578070993.398,257,257
1578070993.615,257,257
